local_compania,ano,origem_cacau,ingredientes,caracteristicas,percentagem_cacau,ID
Canada,2013,Belize,"3- B,S,C","sandy, ashey, mild fruit",74%,1761
Canada,2013,Dominican Republic,"3- B,S,C","sandy, roasty, fruity",72%,1762
Canada,2013,Nicaragua,"3- B,S,C","grits, roasty, woody",72%,1763
Canada,2013,Dominican Republic,"3- B,S,C","sandy, cinamon, high roast",72%,1764
Canada,2013,Ecuador,"3- B,S,C","spicy, sweet, high roast",72%,1765
South Africa,2018,Panama,"3- B,S,C","fatty, bland, some spice",71%,1766
Switzerland,2009,Congo,"3- B,S,C",vegetable and honey,70%,1767
Switzerland,2009,Peru,"3- B,S,C","creamy, sour banana, lemon",75%,1768
Switzerland,2009,Bolivia,"3- B,S,C","rich cocoa, bread notes",68%,1769
Switzerland,2011,Bolivia,"3- B,S,C","creamy, melon, subtle",66%,1770
Switzerland,2014,Papua New Guinea,"3- B,S,C","fatty, dates, musty",68%,1771
Switzerland,2014,Blend,"2- B,S","creamy, mild bitter, coffee",80%,1772
U.S.A.,2006,U.S.A.,"5- B,S,C,V,L","muddy, pastey, sweet, vanilla",60%,1773
U.S.A.,2009,U.S.A.,"5- B,S,C,V,L","sticky, tobacco",60%,1774
Peru,2012,Peru,"4- B,S,C,L","dry, banana, molasses",65%,1775
Peru,2012,Peru,"4- B,S,C,L","sandy, molasses, brownie",72%,1776
Ecuador,2008,Ecuador,"4- B,S,C,L","floral, rubber, vanilla, metallic",60%,1778
Ecuador,2008,Ecuador,"4- B,S,C,L","sandy, rubber, spice, floral",72%,1779
Ecuador,2008,Ecuador,"4- B,S,C,L","creamy, sweet, green",65%,1780
Ecuador,2008,Ecuador,"4- B,S,C,L","sandy, green, spice, nuts",70%,1781
Ecuador,2011,Ecuador,"4- B,S,C,L","waxy, sandy, floral",70%,1782
Ecuador,2012,Ecuador,"4- B,S,C,L","spice, mostly bitter",85%,1783
Ecuador,2012,Peru,"4- B,S,C,L","light color,complex,molasses",70%,1784
Ecuador,2014,Ecuador,"4- B,S,C,L","floral, green, tannic",70%,1785
Ecuador,2014,Ecuador,"4- B,S,C,L","savory, smokey",70%,1786
Ecuador,2014,Ecuador,"4- B,S,C,L","creamy, green fruit, candied",70%,1787
Ecuador,2014,Ecuador,"4- B,S,C,L","creamy, spicy, cocoa",70%,1788
Ecuador,2016,Colombia,"4- B,S,C,L","complex, balanced",70%,1789
Japan,2018,Vietnam,"5- B,S,C,V,L","molasses, tart, vegetal",72%,1790
Japan,2018,Haiti,"5- B,S,C,V,L","vanilla, sweet, gateway",70%,1791
Japan,2018,Cuba,"5- B,S,C,V,L","creamy, tobacco, cocoa",72%,1792
Canada,2014,Bolivia,"2- B,S","vinegar, sour",72%,1793
Canada,2014,Ecuador,"2- B,S","earthy, nutty, black pepper",75%,1794
Canada,2014,Blend,"2- B,S","intense floral, slight woody",75%,1795
Canada,2014,Madagascar,"2- B,S","red fruit, intense, bright",78%,1796
Canada,2014,Trinidad,"2- B,S","mellow, fruity, brownie",70%,1797
Canada,2015,Bolivia,"2- B,S","slow, sweet, spicy",70%,1798
Canada,2015,Trinidad,"2- B,S*","maple, spicy, cocoa",70%,1799
Canada,2015,Tanzania,"2- B,S","rich cocoa, dried fruit",72%,1800
Canada,2015,Vietnam,"2- B,S","cocoa, melon, dairy",72%,1801
Canada,2016,Guatemala,"2- B,S","fruity, off rubber",70%,1802
Canada,2016,Belize,"2- B,S","strawberry, savory",72%,1803
Canada,2017,Peru,"2- B,S","grape, pungent, off sour",72%,1804
Canada,2017,Dominican Republic,"2- B,S","creamy, burnt rubber, off",75%,1805
Canada,2017,Haiti,"2- B,S","sticky, bold, nutty, fig",70%,1806
Canada,2019,Peru,"2- B,S","intense spicy, floral",70%,1807
Spain,2016,Fiji,"2- B,S","intense, bitter, spicy",76%,1808
Spain,2019,Bolivia,"2- B,S","harsh, tobacco, roasty",76%,1809
Spain,2019,Philippines,"2- B,S","burnt caramel, coffee",76%,1810
Spain,2019,Belize,"2- B,S","fig, sour, rubbery",75%,1811
Spain,2019,Madagascar,"2- B,S","fruit, sour, roasty",76%,1812
Spain,2019,Dominican Republic,"2- B,S","cocoa, earthy, roasty",76%,1813
Spain,2019,Peru,"2- B,S","sandy, fruit, cocoa, sour",71%,1814
U.S.A.,2014,Blend,"3- B,S,V","mild nutty, basic cocoa",65%,1815
U.S.A.,2014,Bolivia,"2- B,S","gritty, woody, acidic",70%,1816
U.S.A.,2014,Dominican Republic,"2- B,S","mild spice, grapes",70%,1817
U.S.A.,2015,Guatemala,"2- B,S","intense, blackberry, acidic",70%,1818
U.S.A.,2016,Tanzania,"2- B,S","sour, earthy, roasty",70%,1819
U.S.A.,2019,Guatemala,"3- B,S,C","fatty, woody, poor aftertaste",75%,1820
U.S.A.,2019,Dominican Republic,"3- B,S,C","rubbery, buttery, soil",75%,1821
U.S.A.,2019,Colombia,"3- B,S,C","nut, roasty, high astringent",75%,1822
Peru,2013,Peru,"4- B,S,C,V","gritty, sweet, off",55%,1823
Peru,2013,Peru,"4- B,S,C,V","gritty, earthy, melon",70%,1824
U.S.A.,2007,Madagascar,"3- B,S,C","mild tart, wine, red fruit, long",70%,1825
U.S.A.,2009,Madagascar,"3- B,S,C","creamy, fruit forward, rich",67%,1826
U.S.A.,2009,Venezuela,"3- B,S,C","earthy, nutty",70%,1827
U.S.A.,2009,Madagascar,"3- B,S,C","simple red berry, rich, long",75%,1828
U.S.A.,2011,Blend,"3- B,S,C","smooth, red berry, cocoa",70%,1829
U.S.A.,2013,Peru,"3- B,S,C","creamy, cocoa, grapes",67%,1830
U.K.,2014,Madagascar,"2- B,S*","sticky, mild citrus, earthy",73%,1831
U.K.,2014,Madagascar,"2- B,S*","coarse, sweet, tart, earthy",64%,1832
U.S.A.,2015,Dominican Republic,"3- B,S,C","coarse, earthy, sweet",82%,1833
U.S.A.,2018,Fiji,"3- B,S*,C","mild smokey, black licorice",75%,1834
Canada,2019,Peru,"4- B,S,C,L","off aroma, anise, dried fruit",70%,1835
Belgium,2006,Indonesia,"5- B,S,C,V,L","red fruit, smokey, sour",72%,1836
Belgium,2006,Venezuela,"5- B,S,C,V,L","rich cocoa, marshmallow",72%,1837
Belgium,2006,Mexico,"5- B,S,C,V,L","mild tart, long and rich",72%,1838
Belgium,2007,Blend,"5- B,S,C,V,L","cinamon, bitter aftertaste",85%,1839
Belgium,2007,Ecuador,"5- B,S,C,V,L","creamy, cocoa, grassy",72%,1840
Belgium,2007,Blend,"5- B,S,C,V,L","rich cocoa, tart citrus",70%,1841
Belgium,2007,Madagascar,"5- B,S,C,V,L","tangy, floral, spicy, cocoa",72%,1842
Belgium,2009,Brazil,"5- B,S,C,V,L","smokey, floral, mild",72%,1843
Belgium,2009,Mexico,"5- B,S,C,V,L","bland, subtle dairy, burning",72%,1844
Belgium,2010,Venezuela,"5- B,S,C,V,L","strong vanilla, nutty, spicey",75%,1845
Belgium,2010,Peru,"5- B,S,C,V,L","bitter, coffee, cocoa",85%,1846
Belgium,2010,Trinidad,"5- B,S,C,V,L",berry notes with sweet edge,75%,1847
Belgium,2010,Cuba,"5- B,S,C,V,L","chunky, rich and spicy",78%,1848
Belgium,2015,Cameroon,"5- B,S,C,V,L","mild fruit, woody",70%,1849
Belgium,2019,Madagascar,"4- B,S,C,L","powdery, roasty, off flavor",76%,1850
Belgium,2019,Cameroon,"4- B,S,C,L","rich cocoa, off flavor",70%,1851
Belgium,2021,China,"4- B,S,C,L","fruity, rich, grassy",72%,1852
U.S.A.,2020,Vietnam,"3- B,S,C","swiss miss, pistachio, rich",70%,1853
U.S.A.,2020,Tanzania,"3- B,S,C","sweet, cream, cherry, rich",70%,1854
U.S.A.,2020,India,"3- B,S,C","creamy, fruity, mocha",73%,1855
U.S.A.,2016,Honduras,"4- B,S,V,L","banana, earthy ending",80%,1856
U.S.A.,2014,Fiji,"2- B,S","intense smoke, medicinal",73%,1857
U.S.A.,2014,Madagascar,"2- B,S","intense, dried fruit, roasty",73%,1858
U.S.A.,2014,Ecuador,"2- B,S","tobacco, woody, rum",73%,1859
U.S.A.,2014,Ecuador,"2- B,S","intense, floral, leather",73%,1860
U.S.A.,2015,Nicaragua,"3- B,S,C","coarse, earthy, metal, sweet",62%,1861
U.S.A.,2015,Nicaragua,"2- B,S","dry, sandy, earthy, leathery",80%,1862
U.S.A.,2015,Nicaragua,"3- B,S,C","metal, earthy, pungent",80%,1863
U.S.A.,2015,Nicaragua,"3- B,S,C","metal, molasses, roasty",80%,1864
U.S.A.,2015,Nicaragua,"2- B,S","chunky, dairy, nutty, rich",80%,1865
U.S.A.,2020,Bolivia,"3- B,S,C","sandy, dried fruit, earthy",70%,1866
U.S.A.,2020,Dominican Republic,"3- B,S,C","slightly bitter, earthy, fruity",70%,1867
U.S.A.,2020,Tanzania,"3- B,S,C","raisins, grapes, tart",70%,1868
U.S.A.,2012,Dominican Republic,"3- B,S,C","molasses, banana, chemical",76%,1869
U.S.A.,2012,Peru,"3- B,S,C","dry, red berry, off note",82%,1870
U.S.A.,2021,Haiti,"3- B,S,C","sweet, spoiled milk, vegetal",71%,1871
U.S.A.,2021,Guatemala,"3- B,S,C",tart with woody undertones,76%,1872
U.S.A.,2021,Ghana,"3- B,S,C","extra sweet, nutty, deep cocoa",66%,1873
U.S.A.,2010,Costa Rica,"2- B,S","bright red fruit,smoke,powerful",82%,1874
U.S.A.,2011,Peru,"2- B,S","grassy, earthy",70%,1875
U.S.A.,2011,Costa Rica,"2- B,S","fudgey, mild smoke",70%,1876
U.S.A.,2011,Costa Rica,"2- B,S","grass,chewy,nibs add bitterness",70%,1877
U.S.A.,2011,Brazil,"2- B,S","mint, candied",70%,1878
U.S.A.,2014,Venezuela,"2- B,S","mildy nutty, cocoa, spice",70%,1879
U.S.A.,2016,Dominican Republic,"2- B,S","dense, rich, nuanced",70%,1880
U.S.A.,2018,Colombia,"2- B,S","marshmallow, distinquished",70%,1881
U.S.A.,2021,Uganda,"2- B,S","light cocoa, dairy,faint cinnamon",75%,1882
U.S.A.,2021,Peru,"2- B,S","anise, cocoa, dried fruit",70%,1883
France,2006,Vanuatu,"4- B,S,C,L","smoke dominates, mild fruit",75%,1884
France,2006,Cuba,"4- B,S,C,L","earthy, tobacco, mushroom",75%,1885
France,2006,Blend,"4- B,S,C,L","sandy, roasty, cocoa",75%,1886
France,2006,Brazil,"4- B,S,C,L","creamy, fatty, burnt",75%,1887
France,2006,Blend,"4- B,S,C,L","tart, fruit, cocoa",75%,1888
France,2006,Jamaica,"4- B,S,C,L","creamy, spicy",75%,1889
France,2006,Ecuador,"4- B,S,C,L","vegetal, fruit, smoke",80%,1890
France,2007,Sao Tome,"4- B,S,C,L","large nibs, spicy, cocoa",75%,1891
France,2008,Dominican Republic,"4- B,S,C,L","sandy, sour",75%,1892
France,2008,Madagascar,"2- B,C","fatty, mild fruit, bitter, smoke",100%,1893
France,2008,Brazil,"4- B,S,C,L","complex, herbal, sour",75%,1894
France,2009,Venezuela,"4- B,S,C,L","creamy, burnt,ashey, lemon",75%,1895
France,2010,Venezuela,"4- B,S,C,L","nutty, red berry, rich",75%,1896
France,2011,Venezuela,"4- B,S,C,L","burnt nuts, subtle fruit",75%,1897
France,2015,Peru,"3- B,S,C","subdued, floral, nutty, fatty",75%,1898
France,2019,Papua New Guinea,"4- B,S,C,L","complex, smoke, intense, ham",75%,1899
France,2019,Indonesia,"4- B,S,C,L","fruit, woody, ashey, fatty",75%,1900
France,2019,Venezuela,"4- B,S,C,L","roasty, black licorice, rubbery",75%,1901
France,2019,Madagascar,"4- B,S,C,L","high acidity,roasty,sour,chalky",75%,1902
France,2019,Colombia,"4- B,S,C,L","sandy, coffee, sweet, roasty",75%,1903
France,2019,Trinidad,"4- B,S,C,L","tobacco,deep cocoa, sl. burnt",75%,1904
France,2019,Ghana,"4- B,S,C,L","rich cocoa, fatty, roasty",75%,1905
France,2019,Sao Tome & Principe,"4- B,S,C,L","deep cocoa, fatty, mild ashey",75%,1906
France,2019,Tanzania,"4- B,S,C,L","spicy, cocoa",75%,1907
France,2019,Ecuador,"4- B,S,C,L","dried fruit, floral",75%,1908
U.S.A.,2018,Tanzania,"2- B,S*","sour palm, rich cocoa, fruit",75%,1909
U.S.A.,2018,Peru,"2- B,S*","molasses, coffee, cocoa",75%,1910
South Korea,2019,Vietnam,"2- B,S","fruit, tart, fertilzer",70%,1911
U.K.,2014,Venezuela,"3- B,S,C","nutty, fuel, intense",75%,1912
U.K.,2014,Ecuador,"3- B,S,C","floral, slightly burnt, intense",85%,1913
U.K.,2014,Ecuador,"3- B,S,C","perfume, roasted caramel",75%,1914
U.K.,2014,Madagascar,"3- B,S,C","long, mellow, buttery",72%,1915
U.K.,2015,Honduras,"3- B,S,C","chunky, earthy, rubber",80%,1916
U.K.,2015,Grenada,"3- B,S,C","dark berry, mild floral",70%,1917
U.K.,2015,Madagascar,"3- B,S,C","dairy, butterscotch, caramel",74%,1918
U.K.,2016,Ecuador,"3- B,S,C","floral, grain, deep cocoa",77%,1919
U.K.,2017,Jamaica,"2- B,S","sticky, mild, hay, honey",75%,1920
U.K.,2018,Solomon Islands,"3- B,S,C",dominant savory,72%,1921
Italy,2012,Venezuela,"4- B,S,C,L","fatty, vanilla, orange",73%,1922
Italy,2017,Ecuador,"4- B,S,C,L","few grits, strong floral",73%,1923
Italy,2017,Papua New Guinea,"4- B,S,C,L",intense smoke,75%,1924
Italy,2017,Vietnam,"4- B,S,C,L","intense, fig, roasty, citrus",75%,1925
Italy,2017,Philippines,"4- B,S,C,L","spice, sunflower",66%,1926
Italy,2017,Dominican Republic,"4- B,S,C,L","peanut, soy, sunflower",65%,1927
Brazil,2012,Brazil,"3- B,S,C","sweet, intense banana",60%,1928
Brazil,2012,Brazil,"3- B,S,C","muted, banana, hot cocoa",65%,1929
Brazil,2013,Brazil,"3- B,S,C","creamy, too sweet, sour",55%,1930
Brazil,2013,Brazil,"3- B,S,C","sticky, intense, roasty, fruit",75%,1931
Brazil,2013,Brazil,"3- B,S,C","tannic, fruity, cocoa",80%,1932
Brazil,2013,Brazil,"3- B,S,C","mild bitter, banana, citrus",85%,1933
Canada,2018,Peru,"3- B,S,C","pungent, grapes",70%,1934
Canada,2019,Peru,"3- B,S,C","bold, nutty, floral, wine",70%,1935
Canada,2020,Peru,"3- B,S,C","intense plum, harsh woody",70%,1936
Canada,2020,Peru,"3- B,S,C",grapes and honey,70%,1937
Canada,2021,Peru,"3- B,S,C","bold, fig w/ floral undertone",70%,1938
Mexico,2016,Mexico,"3- B,S,C","gritty, waxy, leather",70%,1939
Mexico,2016,Mexico,"3- B,S,C","waxy, gritty, spicy, hammy",74%,1940
U.S.A.,2011,Dominican Republic,"3- B,S,C","creamy, pasty, bitter, cocoa",85%,1941
U.S.A.,2012,Madagascar,"3- B,S,C","gritty, sticky, candied",75%,1942
U.S.A.,2015,Congo,"3- B,S,C","refined, honey, rubber",75%,1943
U.S.A.,2016,Peru,"3- B,S,C","pungent, green, citrus",70%,1944
U.S.A.,2017,Haiti,"3- B,S,C",green,70%,1945
U.S.A.,2017,Haiti,"3- B,S,C",basic cocoa,70%,1946
Guatemala,2010,Guatemala,"5- B,S,C,V,L","Easter candy, burnt",70%,1947
U.S.A.,2015,Peru,"2- B,S","oily, intense vinegar",70%,1949
U.S.A.,2015,Peru,"2- B,S","fruity, melon",80%,1950
U.S.A.,2015,Peru,"2- B,S","dried fruit, raisins, nutty",73%,1951
U.S.A.,2021,Mexico,"2- B,S","fruit, yogurt, astringent",70%,1952
France,2016,Peru,"3- B,S,C","fatty, cocoa",75%,1953
U.S.A.,2018,Ecuador,"3- B,S,C","floral, malt, high astringcy",72%,1954
U.S.A.,2018,Tanzania,"3- B,S,C","creamy, complex, maple",72%,1955
U.S.A.,2018,Peru,"3- B,S,C",dominant spice,72%,1956
U.S.A.,2019,Dominican Republic,"3- B,S,C","floral, roasted cacao, dirty",72%,1957
U.S.A.,2019,Nicaragua,"3- B,S,C","grassy, earthy, roasty, dirty",72%,1958
U.S.A.,2021,Ghana,"3- B,S,C","gateway, nutty, rich cocoa",72%,1959
Ecuador,2007,Ecuador,"4- B,S,C,L","cinamon, hazelnut, roasty",75%,1961
Ecuador,2007,Ecuador,"4- B,S,C,L","creamy, caramel, dairy",67%,1962
Ecuador,2007,Ecuador,"4- B,S,C,L","vanilla, dark roast, spicy",75%,1963
Ecuador,2009,Ecuador,"4- B,S,C,L","strong rubber, off chemical",75%,1964
Ecuador,2010,Ecuador,"4- B,S,C,L","strong spicey, earthy green",75%,1965
U.S.A.,2011,Costa Rica,"2- B,S","dark berry, woody,astringent",75%,1966
U.S.A.,2012,Ecuador,"2- B,S","dried fruit, nut, bitter, roasty",75%,1967
U.S.A.,2012,Trinidad,"2- B,S","orange, heavy roast",75%,1968
U.S.A.,2012,Madagascar,"2- B,S","dark berry, tropical, nutty",75%,1969
U.S.A.,2013,Peru,"2- B,S","intense, roasty, spice",75%,1970
U.S.A.,2013,Belize,"2- B,S","thick, slow, pure",75%,1971
U.S.A.,2015,Ecuador,"2- B,S","mild bitter, woody, bourbon",85%,1972
U.S.A.,2015,Blend,"2- B,S","sticky, woody",70%,1973
U.S.A.,2016,Ecuador,"2- B,S","floral, bourbon, balanced",75%,1974
U.S.A.,2017,Mexico,"3- B,S,C","smooth, coffee, rich cocoa",75%,1975
U.S.A.,2019,Nicaragua,"2- B,S","complex, honey, fruit, nut",70%,1976
U.S.A.,2019,Trinidad,"2- B,S","rich brownie, dried fruit",80%,1977
U.S.A.,2020,Madagascar,"3- B,S,C","tart fruit, roasty",75%,1978
U.S.A.,2018,Tanzania,"3- B,S,C","muted, heavy roast",72%,1979
U.S.A.,2019,Fiji,"3- B,S,C","fatty, rubbery, nutty",70%,1980
U.S.A.,2019,Peru,"3- B,S,C","fatty, rubbery, off",70%,1981
South Korea,2016,Costa Rica,"2- B,S","dried fruit, intense",70%,1982
South Korea,2016,Costa Rica,"2- B,S","fatty, honey, slight sour",70%,1983
South Korea,2016,Costa Rica,"2- B,S","roasty, coffee, intense",70%,1984
Madagascar,2013,Madagascar,"5- B,S,C,V,L","rich cocoa, nutty",75%,1985
Madagascar,2013,Madagascar,"4- B,S,C,L","basic cocoa, large nibs",68%,1986
U.S.A.,2008,Dominican Republic,"2- B,S","nutty, earthy, mild off note",70%,1988
U.S.A.,2008,Jamaica,"2- B,S","sandy, heavy roast, woody",70%,1989
U.S.A.,2008,Madagascar,"2- B,S","raisins, sour, roasty",70%,1990
U.S.A.,2008,Trinidad,"2- B,S","dry, honey, roasty",70%,1991
U.S.A.,2009,Venezuela,"2- B,S","mint, sweet spices",70%,1992
U.S.A.,2010,Peru,"2- B,S","smooth,intense,fruit, complex",75%,1993
U.S.A.,2011,Bolivia,"2- B,S","rich brownie, roasty, sour",75%,1994
U.S.A.,2012,Ecuador,"2- B,S","floral, bourbon, mocha",75%,1995
U.S.A.,2013,Madagascar,"2- B,S","creamy, heavy roast, citrus",70%,1996
U.S.A.,2013,Dominican Republic,"2- B,S","sticky, earthy, smokey",70%,1997
U.S.A.,2013,Jamaica,"2- B,S","intense, dark berry, spice",75%,1998
U.S.A.,2013,Bolivia,"2- B,S","smooth, banana, tart, roasty",75%,1999
U.S.A.,2014,Venezuela,"2- B,S","red fruit, intense, earthy",80%,2000
U.S.A.,2015,Bolivia,"2- B,S","roasty, dried fruit, sour",75%,2001
U.S.A.,2015,Venezuela,"2- B,S","deep, rich, nutty, roasty",70%,2002
U.S.A.,2016,Honduras,"2- B,S","robust, tart, roasty",75%,2003
Hungary,2011,Venezuela,"3- B,S,C","intense, burnt, chemical",71%,2004
Hungary,2011,Principe,"3- B,S,C","smokey, nutty, fat residue",77%,2005
Hungary,2011,Venezuela,"3- B,S,C","fatty, roasty, coffee",73%,2006
Hungary,2011,Venezuela,"3- B,S,C","uneven melt, cashew",70%,2007
Hungary,2012,Venezuela,"3- B,S,C","fatty, burnt, nut, vegetal",76%,2008
Hungary,2012,Venezuela,"3- B,S,C","fatty, chemical, roasty",84%,2009
Hungary,2012,Madagascar,"3- B,S,C","buttery, sour tang, off notes",72%,2010
Hungary,2017,Venezuela,"3- B,S,C","nuts, chocolate, mellow",73%,2011
Hungary,2021,Peru,"3- B,S,C","blackberry, mild floral",72%,2012
Italy,2017,Honduras,"3- B,S*,C","off note, vegetal, nibby",72%,2013
Italy,2018,Haiti,"3- B,S,C","cocoa base, spice",75%,2014
Italy,2018,Nicaragua,"3- B,S,C","complex, coarse, astringent",70%,2015
Italy,2021,Indonesia,"2- B,S","mild smoke, tart, spice, harsh",77%,2016
Italy,2021,Tanzania,"2- B,S","clean, pure cocoa, cherry, gritty",72%,2017
U.S.A.,2012,Blend,"4- B,S*,C,V","grassy, strong bitter",83%,2023
U.S.A.,2012,Blend,"4- B,S*,C,V","grassy, maple",69%,2024
Argentina,2008,Brazil,"4- B,S,C,L","creamy, vanilla, rich",70%,2025
Argentina,2008,Ecuador,"4- B,S,C,L","nutty, spicy, floral",70%,2026
Argentina,2008,Venezuela,"4- B,S,C,L","nutty, basic cocoa",70%,2027
Argentina,2008,Ecuador,"4- B,S,C,L","floral, spicey",70%,2028
Ecuador,2017,Ecuador,"4- B,S,C,L","few grits, basic, gateway",70%,2029
Colombia,2006,Colombia,"5- B,S,C,V,L","too sweet, candy-like",53%,2030
Colombia,2006,Colombia,"5- B,S,C,V,L","sweet, cherry, marshmallow",65%,2031
Colombia,2006,Colombia,"5- B,S,C,V,L","rustic, cherry, marshmallow",70%,2032
Colombia,2009,Colombia,"3- B,S,L","roasty,rich cocoa,marshmallow",75%,2033
Colombia,2009,Colombia,"5- B,S,C,V,L","sweet, marshmallow",70%,2034
France,2011,Sao Tome,"5- B,S,C,V,L","perfume, vanilla",70%,2035
U.S.A.,2006,Blend,"5- B,S,C,V,L","dry, bitter, poor aftertaste",82%,2036
U.S.A.,2006,Blend,"5- B,S,C,V,L","fruity, smokey, burnt",68%,2037
U.S.A.,2006,Jamaica,"5- B,S,C,V,L","fresh nibs,chocolate base off",70%,2038
U.S.A.,2006,Blend,"5- B,S,C,V,L","tobacco, sweet, dairy",62%,2039
U.S.A.,2006,Blend,"5- B,S,C,V,L","cherry, mild bitter",70%,2040
U.S.A.,2007,Blend,"5- B,S,C,V,L",strong smokey tobacco,72%,2041
U.S.A.,2007,Blend,"5- B,S,C,V,L","sweet, base cocoa",62%,2042
U.S.A.,2007,Blend,"5- B,S,C,V,L","smooth,complex,cocoa base",75%,2043
U.S.A.,2007,Venezuela,"5- B,S,C,V,L","complex, strawberry, tart",75%,2044
U.S.A.,2008,Blend,"5- B,S,C,V,L","grassy, black pepper, smoke",72%,2045
U.S.A.,2009,Brazil,"5- B,S,C,V,L","smooth, tart, earthy",68%,2046
U.S.A.,2009,Vietnam,"5- B,S,C,V,L","creamy, grassy, banana, tart",72%,2047
U.S.A.,2009,Ghana,"5- B,S,C,V,L","simple, delicate cocoa, long",65%,2048
U.S.A.,2010,Grenada,"5- B,S,C,V,L","smooth, grassy, minty",68%,2049
U.S.A.,2010,Madagascar,"5- B,S,C,V,L","clingy,subtle, tangy, citrus",65%,2050
U.S.A.,2011,Papua New Guinea,"5- B,S,C,V,L","cherry,wine,rich,smoke",68%,2051
U.S.A.,2012,Peru,"4- B,S,C,L","banana, pear, spice, cheese",78%,2052
U.K.,2015,Dominican Republic,"2- B,S","rustic, vegetal, earthy",70%,2053
U.K.,2015,Grenada,"2- B,S","off, sweet, orange, rubber",70%,2054
U.S.A.,2018,Honduras,"2- B,S","dry, earthy, surface mark",70%,2055
U.S.A.,2018,Dominican Republic,"2- B,S","earthy, mild fruit, sticky",70%,2056
U.S.A.,2018,Tanzania,"2- B,S","sticky, cherry, cocoa",70%,2057
U.S.A.,2019,Fiji,"2- B,S","sharp, raw, metallic",70%,2058
U.S.A.,2019,Uganda,"2- B,S","cocoa, roasty, sticky",70%,2059
U.S.A.,2021,Trinidad,"2- B,S","sl roasty, woody, melon, spicy",75%,2060
U.S.A.,2021,Peru,"2- B,S","orange, fig, cocoa",70%,2061
U.S.A.,2021,Vietnam,"2- B,S",blueberry & cocoa dominate,70%,2062
U.S.A.,2021,India,"2- B,S","sticky, dark berry, roasty edge",70%,2063
U.S.A.,2019,Guatemala,"3- B,S,C","spicy, rich cocoa, sweet",70%,2064
U.S.A.,2019,Colombia,"3- B,S,C","black pepper, astringent",70%,2065
U.S.A.,2019,Belize,"3- B,S,C",full cocoa flavor,70%,2066
U.S.A.,2014,Ecuador,"2- B,S","coffee, nutty",75%,2067
U.S.A.,2014,Belize,"2- B,S","fruity, blueberry",72%,2068
U.S.A.,2015,Venezuela,"2- B,S","smoked ham, tangy, berry",77%,2069
U.S.A.,2015,Jamaica,"2- B,S","sticky, dried fruit, smoke",72%,2070
U.S.A.,2015,Papua New Guinea,"2- B,S","chewy, smoke, fruit, cocoa",73%,2071
U.S.A.,2015,Dominican Republic,"2- B,S","grapes, tangy, cocoa",74%,2072
U.S.A.,2011,U.S.A.,"4- B,S,C,V","sticky, earthy, medicinal",73%,2073
U.S.A.,2011,U.S.A.,"4- B,S,C,V","perfume, floral, chemical",73%,2074
Peru,2011,Peru,"3- B,S,C","strong spice, perfume, roasty",75%,2075
Peru,2016,Peru,"3- B,S,C","earthy, roasty, vegetal",70%,2076
Costa Rica,2015,Costa Rica,"3- B,S,C","gritty, fatty, coffee",82%,2077
Costa Rica,2015,Costa Rica,"3- B,S,C","gritty, bold, black pepper",70%,2078
Italy,2011,Belize,"4- B,S,C,Sa","fatty, cocoa, spicy",67%,2080
Italy,2011,Colombia,"4- B,S,C,Sa","fatty, salty, caramel",68%,2081
Italy,2011,Sao Tome,"4- B,S,C,Sa","nutty, salty",65%,2082
Italy,2011,Brazil,"4- B,S,C,Sa","fatty, sweet, salty",60%,2083
Canada,2014,Madagascar,"3- B,S,C","tart, sweet edge",67%,2084
Canada,2014,Madagascar,"3- B,S,C","intense fruity, mild sour",73%,2085
Canada,2014,Ecuador,"3- B,S,C","intense, rich, burnt, licorice",73%,2086
Canada,2015,Madagascar,1- B,"creamy, tart, bitter",100%,2087
Canada,2015,Ecuador,1- B,"floral, bourbon, bitter",100%,2088
Canada,2015,Guatemala,"2- B,S","waxy, earthy, cocoa, roasty",73%,2089
Canada,2015,Guatemala,"2- B,S*","waxy, maple, flat",73%,2090
Canada,2015,Haiti,"2- B,S","oily, medium roasted cocoa",73%,2091
Canada,2016,Bolivia,"2- B,S","sticky, raisins, fudgey",73%,2092
Canada,2016,Tanzania,"2- B,S","basic cocoa, gateway",73%,2093
Canada,2016,Ecuador,"2- B,S","rich cocoa, spicy",73%,2094
Canada,2017,Peru,"2- B,S","caramel, anise, dried fruit",73%,2095
Canada,2021,Mexico,"3- B,S,C","bland, sour, lacks development",73%,2096
Canada,2021,India,"3- B,S,C","butterscotch, slight burnt note",73%,2097
U.S.A.,2015,Ghana,"4- B,S,C,V","sweet, vanilla, cocoa, mold",70%,2098
U.S.A.,2015,Nicaragua,"3- B,S,C","mild, nutty, vanilla, cocoa",72%,2099
Australia,2015,Bolivia,"3- B,S,C","floral, intense, pungent",72%,2100
Australia,2015,Peru,"3- B,S,C","light brown, grits, floral",67%,2101
Australia,2015,Madagascar,"3- B,S,C","few grits, sweet, orange",65%,2102
Australia,2015,Madagascar,"3- B,S,C","few grits, bold, dark berry",70%,2103
Australia,2015,Papua New Guinea,"3- B,S,C","smokey, tart, astringent",65%,2104
Australia,2015,Tanzania,"3- B,S,C","bold cherry, rich cooa",67%,2105
Australia,2015,Trinidad,"3- B,S,C","cigar, tobacco, grass, spice",70%,2106
Australia,2015,Venezuela,"3- B,S,C",mild cacao and fruit notes,70%,2107
